notes,Year,Year Code,age_label,age,sex,Sex Code,deaths,population,crude_rate,qx
NA,2016,2016,72 years,72,Female,F,23542,1276783,1843.9,0.01843852870848061
NA,2016,2016,72 years,72,Male,M,29906,1094469,2732.5,0.027324666116628246
NA,2016,2016,73 years,73,Female,F,26233,1304712,2010.6,0.020106352972916627
NA,2016,2016,73 years,73,Male,M,32437,1108935,2925.1,0.029250587275178437
NA,2016,2016,74 years,74,Female,F,25420,1138891,2232,0.022319958626418154
NA,2016,2016,74 years,74,Male,M,30989,953596,3249.7,0.03249699033972458
NA,2016,2016,75 years,75,Female,F,25708,1043735,2463.1,0.024630773136859452
NA,2016,2016,75 years,75,Male,M,30756,856476,3591,0.03590993793171087
NA,2016,2016,76 years,76,Female,F,25901,984932,2629.7,0.0262972469165384
NA,2016,2016,76 years,76,Male,M,30677,799334,3837.8,0.03837819985137627
NA,2016,2016,77 years,77,Female,F,27585,920921,2995.4,0.02995370938440974
NA,2016,2016,77 years,77,Male,M,31459,743645,4230.4,0.04230378742545166
NA,2016,2016,78 years,78,Female,F,28945,882532,3279.8,0.03279767759129414
NA,2016,2016,78 years,78,Male,M,31783,696383,4564,0.04564011470699313
NA,2016,2016,79 years,79,Female,F,29905,812156,3682.2,0.03682174360590822
NA,2016,2016,79 years,79,Male,M,32176,627781,5125.4,0.05125354223845577
NA,2016,2016,80 years,80,Female,F,31952,773313,4131.8,0.04131832776637662
NA,2016,2016,80 years,80,Male,M,33035,584947,5647.5,0.056475202026850295
NA,2016,2016,81 years,81,Female,F,33568,740254,4534.7,0.04534659724905235
NA,2016,2016,81 years,81,Male,M,33672,544044,6189.2,0.061892052848666654
NA,2016,2016,82 years,82,Female,F,34222,660414,5181.9,0.05181901049947457
NA,2016,2016,82 years,82,Male,M,32898,474695,6930.3,0.0693034474768009
NA,2016,2016,83 years,83,Female,F,36058,636001,5669.5,0.056694879410566966
NA,2016,2016,83 years,83,Male,M,33700,443081,7605.8,0.07605832793552421
NA,2016,2016,84 years,84,Female,F,38253,602402,6350.1,0.06350078518995621
NA,2016,2016,84 years,84,Male,M,34663,406488,8527.4,0.08527435004231368
NA,2017,2017,< 1 year,0,Female,F,9867,1924145,512.8,0.005127991913291358
NA,2017,2017,< 1 year,0,Male,M,12468,2015150,618.7,0.006187132471528174
NA,2017,2017,1 year,1,Female,F,658,1943534,33.9,3.3855852277346317e-4
NA,2017,2017,1 year,1,Male,M,859,2031718,42.3,4.227948957483273e-4
NA,2017,2017,2 years,2,Female,F,405,1965150,20.6,2.0609113808106252e-4
NA,2017,2017,2 years,2,Male,M,587,2056625,28.5,2.854190725095727e-4
NA,2017,2017,3 years,3,Female,F,312,1956281,15.9,1.594862905686862e-4
NA,2017,2017,3 years,3,Male,M,461,2050474,22.5,2.2482606460750052e-4
NA,2017,2017,4 years,4,Female,F,273,1953782,14,1.3972899740093828e-4
NA,2017,2017,4 years,4,Male,M,325,2042001,15.9,1.591576105986236e-4
NA,2017,2017,5 years,5,Female,F,211,1956268,10.8,1.0785843248471068e-4
NA,2017,2017,5 years,5,Male,M,300,2045050,14.7,1.4669567981222953e-4
NA,2017,2017,6 years,6,Female,F,213,1976331,10.8,1.0777546878534011e-4
NA,2017,2017,6 years,6,Male,M,242,2069201,11.7,1.1695335542559665e-4
NA,2017,2017,7 years,7,Female,F,219,1979376,11.1,1.1064092926255547e-4
NA,2017,2017,7 years,7,Male,M,267,2063003,12.9,1.294229819345876e-4
NA,2017,2017,8 years,8,Female,F,206,1980666,10.4,1.040054203989971e-4
NA,2017,2017,8 years,8,Male,M,248,2062172,12,1.2026154947307984e-4
NA,2017,2017,9 years,9,Female,F,206,2043456,10.1,1.0080960881956841e-4
NA,2017,2017,9 years,9,Male,M,242,2128715,11.4,1.1368360724662531e-4
NA,2017,2017,10 years,10,Female,F,200,2051237,9.8,9.75021413907803e-5
NA,2017,2017,10 years,10,Male,M,294,2140682,13.7,1.3733940865574617e-4
NA,2017,2017,11 years,11,Female,F,218,2034143,10.7,1.0717043983633403e-4
NA,2017,2017,11 years,11,Male,M,304,2123819,14.3,1.4313837478617528e-4
NA,2017,2017,12 years,12,Female,F,218,2029693,10.7,1.0740540564509017e-4
NA,2017,2017,12 years,12,Male,M,383,2116260,18.1,1.8097965278368442e-4
NA,2017,2017,13 years,13,Female,F,274,2035757,13.5,1.34593667122353e-4
NA,2017,2017,13 years,13,Male,M,428,2119558,20.2,2.0192889272197318e-4
NA,2017,2017,14 years,14,Female,F,337,2022552,16.7,1.6662117957906645e-4
NA,2017,2017,14 years,14,Male,M,561,2104753,26.7,2.665395892059543e-4
NA,2017,2017,15 years,15,Female,F,423,2015751,21,2.0984734721699258e-4
NA,2017,2017,15 years,15,Male,M,796,2098809,37.9,3.7926271518751826e-4
NA,2017,2017,16 years,16,Female,F,512,2066782,24.8,2.4772811065705043e-4
NA,2017,2017,16 years,16,Male,M,1169,2155909,54.2,5.422306785676018e-4
NA,2017,2017,17 years,17,Female,F,551,2098704,26.3,2.625429789050767e-4
NA,2017,2017,17 years,17,Male,M,1411,2197871,64.2,6.419849026626221e-4
NA,2017,2017,18 years,18,Female,F,744,2071758,35.9,3.5911530207678694e-4
NA,2017,2017,18 years,18,Male,M,2018,2169468,93,9.301819616606467e-4
NA,2017,2017,19 years,19,Female,F,807,2078174,38.8,3.8832167085143014e-4
NA,2017,2017,19 years,19,Male,M,2455,2178434,112.7,0.0011269563365243105
NA,2017,2017,20 years,20,Female,F,904,2089336,43.3,4.326733469389318e-4
NA,2017,2017,20 years,20,Male,M,2633,2187409,120.4,0.0012037072170773733
NA,2017,2017,21 years,21,Female,F,1028,2104329,48.9,4.885167671024826e-4
NA,2017,2017,21 years,21,Male,M,2864,2213975,129.4,0.0012936008762519902
NA,2017,2017,22 years,22,Female,F,1087,2150615,50.5,5.054368169105116e-4
NA,2017,2017,22 years,22,Male,M,3115,2270148,137.2,0.0013721572338014965
NA,2017,2017,23 years,23,Female,F,1207,2196524,55,5.495045808741448e-4
NA,2017,2017,23 years,23,Male,M,3387,2318784,146.1,0.00146067939057713
NA,2017,2017,24 years,24,Female,F,1259,2228689,56.5,5.649060950181923e-4
NA,2017,2017,24 years,24,Male,M,3655,2358826,154.9,0.001549499623965481
NA,2017,2017,25 years,25,Female,F,1413,2295484,61.6,6.155564578102047e-4
NA,2017,2017,25 years,25,Male,M,3851,2413370,159.6,0.0015956939880747668
NA,2017,2017,26 years,26,Female,F,1413,2350352,60.1,6.011865456748606e-4
NA,2017,2017,26 years,26,Male,M,4102,2443974,167.8,0.0016784139274804068
NA,2017,2017,27 years,27,Female,F,1665,2351456,70.8,7.080719350053754e-4
NA,2017,2017,27 years,27,Male,M,4147,2432679,170.5,0.0017047049775165569
NA,2017,2017,28 years,28,Female,F,1745,2260383,77.2,7.719930648921002e-4
NA,2017,2017,28 years,28,Male,M,4170,2335023,178.6,0.00178584964687714
NA,2017,2017,29 years,29,Female,F,1655,2210555,74.9,7.486807611663134e-4
NA,2017,2017,29 years,29,Male,M,4115,2277184,180.7,0.0018070564346139794
NA,2017,2017,30 years,30,Female,F,1786,2174279,82.1,8.214217218673409e-4
NA,2017,2017,30 years,30,Male,M,4033,2236352,180.3,0.001803383367198008
NA,2017,2017,31 years,31,Female,F,1916,2183649,87.7,8.774303928882343e-4
NA,2017,2017,31 years,31,Male,M,4244,2241759,189.3,0.0018931562224128464
NA,2017,2017,32 years,32,Female,F,2028,2204770,92,9.198238364999524e-4
NA,2017,2017,32 years,32,Male,M,4432,2248948,197.1,0.0019706991891319855
NA,2017,2017,33 years,33,Female,F,2166,2142863,101.1,0.0010107972371542185
NA,2017,2017,33 years,33,Male,M,4453,2168114,205.4,0.0020538587915580084
NA,2017,2017,34 years,34,Female,F,2279,2177520,104.7,0.001046603475513428
NA,2017,2017,34 years,34,Male,M,4602,2193958,209.8,0.002097578896223173
NA,2017,2017,35 years,35,Female,F,2385,2179052,109.5,0.001094512659633639
NA,2017,2017,35 years,35,Male,M,4661,2185895,213.2,0.002132307361515535
NA,2017,2017,36 years,36,Female,F,2460,2157640,114,0.0011401345914981184
NA,2017,2017,36 years,36,Male,M,4809,2156347,223,0.0022301605446618748
NA,2017,2017,37 years,37,Female,F,2662,2190170,121.5,0.0012154307656483286
NA,2017,2017,37 years,37,Male,M,4920,2204181,223.2,0.0022321215907405065
NA,2017,2017,38 years,38,Female,F,2519,2063849,122.1,0.0012205350294522516
NA,2017,2017,38 years,38,Male,M,4831,2056619,234.9,0.0023490009573965817
NA,2017,2017,39 years,39,Female,F,2770,2025301,136.8,0.0013676979372448837
NA,2017,2017,39 years,39,Male,M,4884,2012943,242.6,0.0024262982111266937
NA,2017,2017,40 years,40,Female,F,2898,2009156,144.2,0.001442396707871365
NA,2017,2017,40 years,40,Male,M,5074,1985267,255.6,0.002555827503303082
NA,2017,2017,41 years,41,Female,F,2956,1948683,151.7,0.0015169219416395587
NA,2017,2017,41 years,41,Male,M,5045,1927055,261.8,0.0026179844373928093
NA,2017,2017,42 years,42,Female,F,3277,2003193,163.6,0.0016358883043221498
NA,2017,2017,42 years,42,Male,M,5236,1987507,263.4,0.002634456130217403
NA,2017,2017,43 years,43,Female,F,3436,1947353,176.4,0.00176444640494045
NA,2017,2017,43 years,43,Male,M,5464,1916102,285.2,0.002851622721546139
NA,2017,2017,44 years,44,Female,F,3641,1981873,183.7,0.0018371510182539446
NA,2017,2017,44 years,44,Male,M,5868,1937184,302.9,0.0030291392041230983
NA,2017,2017,45 years,45,Female,F,4140,2066554,200.3,0.0020033350205220864
NA,2017,2017,45 years,45,Male,M,6870,2025025,339.3,0.003392550709250503
NA,2017,2017,46 years,46,Female,F,4863,2183846,222.7,0.0022268053699757216
NA,2017,2017,46 years,46,Male,M,7680,2136737,359.4,0.003594265461776531
NA,2017,2017,47 years,47,Female,F,5251,2201202,238.6,0.0023855148232647437
NA,2017,2017,47 years,47,Male,M,8282,2169762,381.7,0.0038170085013932405
NA,2017,2017,48 years,48,Female,F,5441,2089271,260.4,0.00260425765733598
NA,2017,2017,48 years,48,Male,M,8450,2050739,412,0.0041204658418258
NA,2017,2017,49 years,49,Female,F,5780,2046810,282.4,0.002823906469090927
NA,2017,2017,49 years,49,Male,M,8941,2003912,446.2,0.004461772772457074
NA,2017,2017,50 years,50,Female,F,6490,2053593,316,0.003160314629042853
NA,2017,2017,50 years,50,Male,M,9935,1997485,497.4,0.004973754496279071
NA,2017,2017,51 years,51,Female,F,7200,2089015,344.7,0.0034466004313037485
NA,2017,2017,51 years,51,Male,M,11297,2032379,555.9,0.005558510494351693
NA,2017,2017,52 years,52,Female,F,8160,2214239,368.5,0.003685239036978393
NA,2017,2017,52 years,52,Male,M,12566,2148966,584.7,0.005847463384716184
NA,2017,2017,53 years,53,Female,F,9047,2261664,400,0.0040001521004004136
NA,2017,2017,53 years,53,Male,M,14244,2175762,654.7,0.006546671924594694
NA,2017,2017,54 years,54,Female,F,9966,2262401,440.5,0.00440505463001475
NA,2017,2017,54 years,54,Male,M,15539,2165590,717.5,0.00717541178154683
NA,2017,2017,55 years,55,Female,F,10959,2258814,485.2,0.004851661092945236
NA,2017,2017,55 years,55,Male,M,17001,2154452,789.1,0.007891101774372323
NA,2017,2017,56 years,56,Female,F,11882,2290060,518.9,0.005188510344707125
NA,2017,2017,56 years,56,Male,M,18374,2171286,846.2,0.008462266140895304
NA,2017,2017,57 years,57,Female,F,12929,2303341,561.3,0.005613150636401644
NA,2017,2017,57 years,57,Male,M,19776,2190232,902.9,0.009029180470379393
NA,2017,2017,58 years,58,Female,F,13554,2232903,607,0.0060701248554012426
NA,2017,2017,58 years,58,Male,M,20854,2102988,991.6,0.009916366617403428
NA,2017,2017,59 years,59,Female,F,14387,2222318,647.4,0.006473870976160928
NA,2017,2017,59 years,59,Male,M,22382,2081562,1075.3,0.010752502207476885
NA,2017,2017,60 years,60,Female,F,15369,2202546,697.8,0.006977833834117426
NA,2017,2017,60 years,60,Male,M,23683,2047375,1156.7,0.011567494963062457
NA,2017,2017,61 years,61,Female,F,15902,2128409,747.1,0.0074713083810489436
NA,2017,2017,61 years,61,Male,M,24309,1963253,1238.2,0.012382000689671683
NA,2017,2017,62 years,62,Female,F,16467,2111180,780,0.007799903371574191
NA,2017,2017,62 years,62,Male,M,25388,1938979,1309.3,0.013093488892865782
NA,2017,2017,63 years,63,Female,F,17301,2032205,851.3,0.00851341277085727
NA,2017,2017,63 years,63,Male,M,26512,1843702,1438,0.014379764191827096
NA,2017,2017,64 years,64,Female,F,17921,1956079,916.2,0.009161695412097364
NA,2017,2017,64 years,64,Male,M,27056,1763974,1533.8,0.015338094552414038
NA,2017,2017,65 years,65,Female,F,18620,1878995,991,0.00990955271301946
NA,2017,2017,65 years,65,Male,M,27527,1688983,1629.8,0.01629797339582459
NA,2017,2017,66 years,66,Female,F,19061,1825058,1044.4,0.01044405164109853
NA,2017,2017,66 years,66,Male,M,27805,1626011,1710,0.01710013031892158
NA,2017,2017,67 years,67,Female,F,19936,1778116,1121.2,0.011211866942314224
NA,2017,2017,67 years,67,Male,M,28708,1583631,1812.8,0.018127960364504106
NA,2017,2017,68 years,68,Female,F,21697,1723919,1258.6,0.012585858152268176
NA,2017,2017,68 years,68,Male,M,29696,1527330,1944.3,0.019443080408294212
NA,2017,2017,69 years,69,Female,F,23515,1700425,1382.9,0.013828895717247158
NA,2017,2017,69 years,69,Male,M,31522,1503913,2096,0.020959989041919314
NA,2017,2017,70 years,70,Female,F,25874,1765955,1465.2,0.014651562469032337
NA,2017,2017,70 years,70,Male,M,34188,1558707,2193.4,0.02193356416568348
NA,2017,2017,71 years,71,Female,F,21865,1307666,1672.1,0.016720630497390008
NA,2017,2017,71 years,71,Male,M,28792,1136177,2534.1,0.02534112202588153
NA,2017,2017,72 years,72,Female,F,23530,1290521,1823.3,0.018232946228693682
NA,2017,2017,72 years,72,Male,M,29455,1108765,2656.6,0.026565593250147686
NA,2017,2017,73 years,73,Female,F,25389,1255382,2022.4,0.020224123015942556
NA,2017,2017,73 years,73,Male,M,31658,1066091,2969.5,0.029695401236855015
NA,2017,2017,74 years,74,Female,F,28192,1280269,2202,0.022020372281137793
NA,2017,2017,74 years,74,Male,M,34580,1077532,3209.2,0.032091854348641154
NA,2017,2017,75 years,75,Female,F,27378,1115294,2454.8,0.024547787399555633
NA,2017,2017,75 years,75,Male,M,32363,923942,3502.7,0.03502709044507123
NA,2017,2017,76 years,76,Female,F,27440,1019726,2690.9,0.026909189331251727
NA,2017,2017,76 years,76,Male,M,31884,827432,3853.4,0.038533680109060324
NA,2017,2017,77 years,77,Female,F,28187,959502,2937.7,0.029376697495158945
NA,2017,2017,77 years,77,Male,M,32283,769612,4194.7,0.04194711101178256
NA,2017,2017,78 years,78,Female,F,29753,894185,3327.4,0.033273875092961744
NA,2017,2017,78 years,78,Male,M,32945,713055,4620.3,0.04620260709201955
NA,2017,2017,79 years,79,Female,F,31235,853738,3658.6,0.0365861657791969
NA,2017,2017,79 years,79,Male,M,34030,664775,5119,0.051190252341017636
NA,2017,2017,80 years,80,Female,F,32267,782413,4124,0.04124036793867177
NA,2017,2017,80 years,80,Male,M,33752,596081,5662.3,0.056623177051440994
NA,2017,2017,81 years,81,Female,F,33792,741699,4556,0.045560260968398235
NA,2017,2017,81 years,81,Male,M,34438,552132,6237.3,0.06237276593278419
NA,2017,2017,82 years,82,Female,F,35949,706475,5088.5,0.05088502777876075
NA,2017,2017,82 years,82,Male,M,35325,510165,6924.2,0.06924230396048338
NA,2017,2017,83 years,83,Female,F,36345,626409,5802.1,0.058021197013452874
NA,2017,2017,83 years,83,Male,M,34510,441701,7813,0.07812977557216307
NA,2017,2017,84 years,84,Female,F,38742,599235,6465.2,0.06465243185060952
NA,2017,2017,84 years,84,Male,M,35141,408980,8592.4,0.08592351704239816
NA,2018,2018,< 1 year,0,Female,F,9399,1879703,500,0.005000258019484993
NA,2018,2018,< 1 year,0,Male,M,12068,1968505,613.1,0.006130540689508027
NA,2018,2018,1 year,1,Female,F,617,1911513,32.3,3.227809593761591e-4
NA,2018,2018,1 year,1,Male,M,831,2001387,41.5,4.1521205044301775e-4
NA,2018,2018,2 years,2,Female,F,435,1951366,22.3,2.229207642236259e-4
NA,2018,2018,2 years,2,Male,M,612,2040071,30,2.9998955918691066e-4
NA,2018,2018,3 years,3,Female,F,291,1972327,14.8,1.4754145737496877e-4
NA,2018,2018,3 years,3,Male,M,454,2064235,22,2.1993619912461518e-4
NA,2018,2018,4 years,4,Female,F,244,1963164,12.4,1.242891577066409e-4
NA,2018,2018,4 years,4,Male,M,346,2058004,16.8,1.681240658424376e-4
NA,2018,2018,5 years,5,Female,F,230,1960607,11.7,1.1731060839831746e-4
NA,2018,2018,5 years,5,Male,M,294,2049511,14.3,1.4344885194565924e-4
NA,2018,2018,6 years,6,Female,F,212,1963030,10.8,1.079963118240679e-4
NA,2018,2018,6 years,6,Male,M,248,2052229,12.1,1.2084421377926147e-4
NA,2018,2018,7 years,7,Female,F,176,1983207,8.9,8.874514864056046e-5
NA,2018,2018,7 years,7,Male,M,243,2076156,11.7,1.170432279655286e-4
NA,2018,2018,8 years,8,Female,F,221,1986003,11.1,1.1127878457384002e-4
NA,2018,2018,8 years,8,Male,M,236,2069621,11.4,1.1403053989112016e-4
NA,2018,2018,9 years,9,Female,F,205,1986805,10.3,1.0318073489849281e-4
NA,2018,2018,9 years,9,Male,M,265,2068473,12.8,1.281138308307626e-4
NA,2018,2018,10 years,10,Female,F,222,2049181,10.8,1.0833596446580366e-4
NA,2018,2018,10 years,10,Male,M,249,2134896,11.7,1.1663331609595972e-4
NA,2018,2018,11 years,11,Female,F,247,2056222,12,1.2012321626750419e-4
NA,2018,2018,11 years,11,Male,M,247,2146785,11.5,1.1505576944128079e-4
NA,2018,2018,12 years,12,Female,F,252,2038862,12.4,1.2359836026175385e-4
NA,2018,2018,12 years,12,Male,M,337,2129623,15.8,1.582439708812311e-4
NA,2018,2018,13 years,13,Female,F,283,2034962,13.9,1.3906893593099035e-4
NA,2018,2018,13 years,13,Male,M,393,2121925,18.5,1.8520918505602225e-4
NA,2018,2018,14 years,14,Female,F,321,2041460,15.7,1.5724040637582907e-4
NA,2018,2018,14 years,14,Male,M,569,2125611,26.8,2.6768773778457113e-4
NA,2018,2018,15 years,15,Female,F,397,2029592,19.6,1.9560581634141247e-4
NA,2018,2018,15 years,15,Male,M,789,2111626,37.4,3.7364571188269134e-4
NA,2018,2018,16 years,16,Female,F,472,2023998,23.3,2.3320181146424057e-4
NA,2018,2018,16 years,16,Male,M,1021,2106746,48.5,4.8463364828982703e-4
NA,2018,2018,17 years,17,Female,F,594,2076491,28.6,2.860595109730791e-4
NA,2018,2018,17 years,17,Male,M,1434,2165445,66.2,6.62219543788921e-4
NA,2018,2018,18 years,18,Female,F,730,2109928,34.6,3.459833700486462e-4
NA,2018,2018,18 years,18,Male,M,1971,2209794,89.2,8.919383435741069e-4
NA,2018,2018,19 years,19,Female,F,807,2082304,38.8,3.875514814359479e-4
NA,2018,2018,19 years,19,Male,M,2165,2181297,99.3,9.925287569734888e-4
NA,2018,2018,20 years,20,Female,F,890,2087209,42.6,4.264067470004202e-4
NA,2018,2018,20 years,20,Male,M,2383,2186613,109,0.001089813332308918
NA,2018,2018,21 years,21,Female,F,946,2098900,45.1,4.5071227785983137e-4
NA,2018,2018,21 years,21,Male,M,2775,2193614,126.5,0.001265035689961862
NA,2018,2018,22 years,22,Female,F,1010,2115157,47.8,4.775059250920854e-4
NA,2018,2018,22 years,22,Male,M,2950,2219586,132.9,0.0013290766836698375
NA,2018,2018,23 years,23,Female,F,1110,2162394,51.3,5.133199592673675e-4
NA,2018,2018,23 years,23,Male,M,3142,2276330,138,0.0013802919611831325
NA,2018,2018,24 years,24,Female,F,1190,2208372,53.9,5.388584894211664e-4
NA,2018,2018,24 years,24,Male,M,3378,2325404,145.3,0.0014526508082036498
NA,2018,2018,25 years,25,Female,F,1298,2240559,57.9,5.793197144105556e-4
NA,2018,2018,25 years,25,Male,M,3546,2365722,149.9,0.0014989081557342748
NA,2018,2018,26 years,26,Female,F,1458,2307677,63.2,6.318041909678001e-4
NA,2018,2018,26 years,26,Male,M,3772,2421037,155.8,0.0015580100593258178
NA,2018,2018,27 years,27,Female,F,1582,2362325,67,6.696792354989259e-4
NA,2018,2018,27 years,27,Male,M,4117,2451655,167.9,0.0016792737966802016
NA,2018,2018,28 years,28,Female,F,1687,2362288,71.4,7.14138157582818e-4
NA,2018,2018,28 years,28,Male,M,4142,2439423,169.8,0.0016979425052563659
NA,2018,2018,29 years,29,Female,F,1807,2270069,79.6,7.960110463602648e-4
NA,2018,2018,29 years,29,Male,M,4052,2341001,173.1,0.0017308834981275105
NA,2018,2018,30 years,30,Female,F,1902,2218983,85.7,8.571494238576861e-4
NA,2018,2018,30 years,30,Male,M,4198,2282299,183.9,0.0018393733686953375
NA,2018,2018,31 years,31,Female,F,1870,2180487,85.8,8.576065805482903e-4
NA,2018,2018,31 years,31,Male,M,4089,2241062,182.5,0.0018245813815057326
NA,2018,2018,32 years,32,Female,F,2064,2188295,94.3,9.432000712883775e-4
NA,2018,2018,32 years,32,Male,M,4235,2245454,188.6,0.0018860328468095985
NA,2018,2018,33 years,33,Female,F,2140,2209229,96.9,9.686637283866905e-4
NA,2018,2018,33 years,33,Male,M,4338,2252017,192.6,0.001926273203088609
NA,2018,2018,34 years,34,Female,F,2172,2147153,101.2,0.0010115720677566992
NA,2018,2018,34 years,34,Male,M,4375,2171039,201.5,0.0020151641679398667
NA,2018,2018,35 years,35,Female,F,2393,2180901,109.7,0.0010972529243647466
NA,2018,2018,35 years,35,Male,M,4697,2195500,213.9,0.002139375996356183
NA,2018,2018,36 years,36,Female,F,2509,2181088,115,0.0011503433148960518
NA,2018,2018,36 years,36,Male,M,4696,2185835,214.8,0.0021483780797727186
NA,2018,2018,37 years,37,Female,F,2584,2158541,119.7,0.0011971048963165397
NA,2018,2018,37 years,37,Male,M,4879,2154545,226.5,0.002264515245678322
NA,2018,2018,38 years,38,Female,F,2711,2190232,123.8,0.001237768419053324
NA,2018,2018,38 years,38,Male,M,5124,2201174,232.8,0.002327848684383879
NA,2018,2018,39 years,39,Female,F,2897,2062635,140.5,0.0014045141287721773
NA,2018,2018,39 years,39,Male,M,5127,2053136,249.7,0.002497155570795115
NA,2018,2018,40 years,40,Female,F,2867,2022766,141.7,0.0014173661214396524
NA,2018,2018,40 years,40,Male,M,5040,2008548,250.9,0.0025092753571236536
NA,2018,2018,41 years,41,Female,F,2987,2006441,148.9,0.0014887056235393915
NA,2018,2018,41 years,41,Male,M,5198,1979715,262.6,0.0026256304569092018
NA,2018,2018,42 years,42,Female,F,3097,1945641,159.2,0.0015917633314676243
NA,2018,2018,42 years,42,Male,M,5196,1920426,270.6,0.002705649683976368
NA,2018,2018,43 years,43,Female,F,3413,1999241,170.7,0.0017071478626138619
NA,2018,2018,43 years,43,Male,M,5489,1980368,277.2,0.0027717070766645393
NA,2018,2018,44 years,44,Female,F,3546,1942802,182.5,0.001825198862261826
NA,2018,2018,44 years,44,Male,M,5930,1908353,310.7,0.003107391557012775
NA,2018,2018,45 years,45,Female,F,4032,1975992,204,0.0020404940910691946
NA,2018,2018,45 years,45,Male,M,6477,1928049,335.9,0.003359354456240479
NA,2018,2018,46 years,46,Female,F,4615,2059393,224.1,0.0022409515813640235
NA,2018,2018,46 years,46,Male,M,7310,2015066,362.8,0.0036276727412402373
NA,2018,2018,47 years,47,Female,F,5077,2175691,233.4,0.0023335115142729367
NA,2018,2018,47 years,47,Male,M,8172,2125627,384.5,0.0038445127014288018
NA,2018,2018,48 years,48,Female,F,5463,2192223,249.2,0.002491991006389405
NA,2018,2018,48 years,48,Male,M,8719,2157491,404.1,0.004041268306565358
NA,2018,2018,49 years,49,Female,F,5717,2079841,274.9,0.0027487678144627404
NA,2018,2018,49 years,49,Male,M,9291,2037762,455.9,0.004559413709746281
NA,2018,2018,50 years,50,Female,F,6122,2036538,300.6,0.0030060818899524584
NA,2018,2018,50 years,50,Male,M,9701,1989936,487.5,0.004875031156780922
NA,2018,2018,51 years,51,Female,F,6938,2042479,339.7,0.0033968525502587788
NA,2018,2018,51 years,51,Male,M,10605,1982590,534.9,0.00534906359862604
NA,2018,2018,52 years,52,Female,F,7568,2077402,364.3,0.0036430118003159717
NA,2018,2018,52 years,52,Male,M,11936,2016677,591.9,0.005918647358997003
NA,2018,2018,53 years,53,Female,F,8559,2201960,388.7,0.003886991589311341
NA,2018,2018,53 years,53,Male,M,13554,2131415,635.9,0.006359155772104447
NA,2018,2018,54 years,54,Female,F,9716,2248978,432,0.0043201845460471375
NA,2018,2018,54 years,54,Male,M,15265,2156589,707.8,0.0070783074568218605
NA,2018,2018,55 years,55,Female,F,10576,2248963,470.3,0.004702611825983798
NA,2018,2018,55 years,55,Male,M,16734,2145020,780.1,0.0078013258617635264
NA,2018,2018,56 years,56,Female,F,11699,2244572,521.2,0.005212129528480262
NA,2018,2018,56 years,56,Male,M,18158,2132558,851.5,0.008514657045670036
NA,2018,2018,57 years,57,Female,F,12654,2274643,556.3,0.005563070776381173
NA,2018,2018,57 years,57,Male,M,19889,2148167,925.9,0.009258591161674115
NA,2018,2018,58 years,58,Female,F,13478,2287131,589.3,0.005892972462005893
NA,2018,2018,58 years,58,Male,M,21133,2165907,975.7,0.009757113301725328
NA,2018,2018,59 years,59,Female,F,14295,2216349,645,0.006449796489632274
NA,2018,2018,59 years,59,Male,M,22347,2077675,1075.6,0.010755772678595064
NA,2018,2018,60 years,60,Female,F,15164,2204821,687.8,0.0068776558278427135
NA,2018,2018,60 years,60,Male,M,23537,2054540,1145.6,0.011456092361307154
NA,2018,2018,61 years,61,Female,F,16209,2184082,742.1,0.00742142465346997
NA,2018,2018,61 years,61,Male,M,25083,2018812,1242.5,0.012424633893596828
NA,2018,2018,62 years,62,Female,F,16737,2109543,793.4,0.007933945883065669
NA,2018,2018,62 years,62,Male,M,26097,1933853,1349.5,0.013494820961055467
NA,2018,2018,63 years,63,Female,F,17658,2091595,844.2,0.008442360973324186
NA,2018,2018,63 years,63,Male,M,27437,1908640,1437.5,0.014375157179981557
NA,2018,2018,64 years,64,Female,F,18093,2012074,899.2,0.008992214004057504
NA,2018,2018,64 years,64,Male,M,27858,1813691,1536,0.015359838031947008
NA,2018,2018,65 years,65,Female,F,18893,1935507,976.1,0.009761266686196434
NA,2018,2018,65 years,65,Male,M,28364,1734093,1635.7,0.01635667752536917
NA,2018,2018,66 years,66,Female,F,19488,1857985,1048.9,0.010488782202224453
NA,2018,2018,66 years,66,Male,M,29154,1658451,1757.9,0.01757905418972282
NA,2018,2018,67 years,67,Female,F,20398,1803359,1131.1,0.011311114425912977
NA,2018,2018,67 years,67,Male,M,29459,1595396,1846.5,0.01846500806069465
NA,2018,2018,68 years,68,Female,F,21238,1755485,1209.8,0.012098081157059161
NA,2018,2018,68 years,68,Male,M,29869,1552348,1924.1,0.019241175303475768
NA,2018,2018,69 years,69,Female,F,22681,1699744,1334.4,0.01334377412127944
NA,2018,2018,69 years,69,Male,M,31702,1494525,2121.2,0.021212090798079657
NA,2018,2018,70 years,70,Female,F,24851,1674714,1483.9,0.014838951606065274
NA,2018,2018,70 years,70,Male,M,33290,1469752,2265,0.022650079741344118
NA,2018,2018,71 years,71,Female,F,27574,1738342,1586.2,0.015862241147024003
NA,2018,2018,71 years,71,Male,M,36251,1522210,2381.5,0.023814716760499538
NA,2018,2018,72 years,72,Female,F,23635,1285319,1838.8,0.018388431198791896
NA,2018,2018,72 years,72,Male,M,30308,1106964,2737.9,0.027379390838365113
NA,2018,2018,73 years,73,Female,F,24854,1266423,1962.5,0.019625354245777278
